time,channel1,channel2,channel3,channel4,channel5,channel6,channel7,channel8,class,spike
29758,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29759,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29760,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29761,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29762,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29763,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29764,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29765,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29766,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29767,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29768,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29769,0.00031,0.00018,2e-05,-0.00016,-0.00038,-0.00017,0.0001,-0.00048,0,0
29770,9e-05,0.00012,0.00013,0.00012,9e-05,0.00011,-0.00017,-0.00025,0,0
29771,9e-05,0.00012,0.00013,0.00012,9e-05,0.00011,-0.00017,-0.00025,0,0
29772,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29773,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29774,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29775,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29776,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29777,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29778,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29779,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29780,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29781,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29782,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29783,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29784,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29785,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29786,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29789,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29790,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29791,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29792,0.00011,-0.00031,-9e-05,8e-05,0.00019,7e-05,6e-05,0.00036,0,0
29793,-0.00041,-0.00033,-7e-05,-7e-05,-0.00011,-1e-05,9e-05,0.0,0,0
29794,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29796,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29797,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29798,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29799,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29800,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29801,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29802,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29803,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29804,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29805,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29806,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29807,-4e-05,-5e-05,-3e-05,5e-05,8e-05,0.0001,0.00015,0.0002,0,0
29808,0.00053,0.00049,-1e-05,-4e-05,-9e-05,2e-05,-6e-05,-6e-05,0,1
29809,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29810,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29811,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29812,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29813,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29814,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29815,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29816,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29817,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29818,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29819,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29820,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29821,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29822,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29823,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29824,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29825,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29826,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29827,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29828,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29829,-0.00073,-0.00029,3e-05,2e-05,-8e-05,-8e-05,-1e-05,-0.00036,0,1
29830,0.00046,0.0003,7e-05,7e-05,0.0001,-1e-05,-5e-05,0.0005,0,1
29831,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29832,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29833,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29834,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29835,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29836,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29838,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29839,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29840,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29841,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29842,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29843,-0.00018,5e-05,-2e-05,-9e-05,-6e-05,3e-05,-0.00014,-0.00019,0,1
29844,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,1
29845,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,1
29846,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,1
29847,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,1
29848,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,1
29849,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,1
29850,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,1
29851,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,0
29852,-0.00017,-0.00023,-0.0002,-7e-05,-2e-05,-8e-05,-1e-05,0.0001,0,0
29853,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29854,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29855,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29856,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29857,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29858,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29859,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29860,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29861,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29862,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29863,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29864,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29865,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29866,0.00014,0.0002,5e-05,-4e-05,-0.00021,-0.00023,-0.00014,-4e-05,0,0
29867,0.00043,3e-05,-3e-05,2e-05,0.00016,-2e-05,-6e-05,0.00038,0,0
29868,0.00016,0.00028,9e-05,9e-05,6e-05,4e-05,-7e-05,-0.0003,0,0
29869,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29870,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29871,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29872,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29873,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29874,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29875,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29876,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29877,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29878,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29879,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29880,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29881,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29882,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29883,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29884,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29885,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29886,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29888,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29890,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29891,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29892,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29893,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29894,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29895,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29896,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29897,6e-05,0.00012,-7e-05,-0.00016,-0.00015,-3e-05,0.0,0.00021,0,0
29898,0.0002,0.00014,0.0,0.0,1e-05,7e-05,0.00028,0.00013,0,0
29899,0.00029,0.00013,0.0001,7e-05,6e-05,0.00018,0.00054,5e-05,0,0
29900,0.00029,0.00013,0.0001,7e-05,6e-05,0.00018,0.00054,5e-05,0,0
29901,0.00029,0.00013,0.0001,7e-05,6e-05,0.00018,0.00054,5e-05,0,0
29902,0.00029,0.00013,0.0001,7e-05,6e-05,0.00018,0.00054,5e-05,0,0
29903,0.00029,0.00013,0.0001,7e-05,6e-05,0.00018,0.00054,5e-05,0,0
29904,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29905,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29906,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29907,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29908,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29909,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29910,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29911,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29912,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29913,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29914,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29915,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29916,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29917,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29918,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29919,0.00031,4e-05,5e-05,0.00016,0.00024,0.0002,0.00019,0.00022,0,0
29920,5e-05,-0.00013,4e-05,-5e-05,5e-05,9e-05,0.00011,0.0004,0,0
29921,5e-05,-0.00013,4e-05,-5e-05,5e-05,9e-05,0.00011,0.0004,0,0
29922,5e-05,-0.00013,4e-05,-5e-05,5e-05,9e-05,0.00011,0.0004,0,0
29923,5e-05,-0.00013,4e-05,-5e-05,5e-05,9e-05,0.00011,0.0004,0,0
29924,5e-05,-0.00013,4e-05,-5e-05,5e-05,9e-05,0.00011,0.0004,0,0
29926,5e-05,-0.00013,4e-05,-5e-05,5e-05,9e-05,0.00011,0.0004,6,0
29927,9e-05,-0.00014,-0.00019,-0.00029,-0.0005,-0.00038,3e-05,0.00014,6,0
29929,-0.00032,-0.00025,-6e-05,0.00013,0.00028,0.00011,-0.0002,9e-05,6,0
29930,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29931,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29932,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29933,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29934,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29935,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29936,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29938,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29939,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29940,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29941,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29942,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29943,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29944,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29945,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29946,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29947,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29949,0.00026,3e-05,-4e-05,-6e-05,-0.00011,-0.00013,-0.00015,6e-05,6,0
29950,0.00019,6e-05,1e-05,-6e-05,-0.00014,-6e-05,7e-05,0.00057,6,0
29951,0.00019,6e-05,1e-05,-6e-05,-0.00014,-6e-05,7e-05,0.00057,6,0
29952,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29953,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29954,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29955,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29956,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29957,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29958,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29959,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29960,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29961,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29962,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29963,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29964,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29965,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29966,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29967,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29968,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29969,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29970,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29971,7e-05,0.00011,-0.0001,-6e-05,-3e-05,-9e-05,-1e-05,-9e-05,6,0
29972,-0.00061,-0.00057,-3e-05,8e-05,0.00019,0.00017,1e-05,-0.00028,6,1
29973,-0.00061,-0.00057,-3e-05,8e-05,0.00019,0.00017,1e-05,-0.00028,6,1
29974,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29975,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29976,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29977,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29978,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29979,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29980,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29981,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29982,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29983,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29984,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29985,0.00035,0.00032,0.00013,0.00023,0.00048,0.00014,-5e-05,-0.0002,6,1
29987,-6e-05,0.00012,0.0,9e-05,0.00028,0.00015,-1e-05,-0.00037,6,1
29989,-6e-05,0.00012,0.0,9e-05,0.00028,0.00015,-1e-05,-0.00037,6,1
29991,-6e-05,0.00012,0.0,9e-05,0.00028,0.00015,-1e-05,-0.00037,6,1
29992,-6e-05,0.00012,0.0,9e-05,0.00028,0.00015,-1e-05,-0.00037,6,1
29993,-6e-05,0.00012,0.0,9e-05,0.00028,0.00015,-1e-05,-0.00037,6,1
29994,-6e-05,0.00012,0.0,9e-05,0.00028,0.00015,-1e-05,-0.00037,6,1
29995,-0.00018,-0.00016,9e-05,-2e-05,-0.0001,-5e-05,-0.00013,-0.00035,6,1
29996,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,1
29997,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
29998,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
29999,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30000,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30001,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30002,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30003,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30004,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30005,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30006,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30007,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30008,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30009,6e-05,0.00011,2e-05,-0.00014,-0.00033,-9e-05,-3e-05,-0.00056,6,0
30010,-0.00045,-0.00023,9e-05,0.00014,0.00014,0.00011,-0.00013,-0.00049,6,0
30011,-0.00045,-0.00023,9e-05,0.00014,0.00014,0.00011,-0.00013,-0.00049,6,0
30012,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30013,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30014,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30015,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30016,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30017,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30018,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30019,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30020,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30021,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30022,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30023,-0.00018,-8e-05,-3e-05,-1e-05,-5e-05,5e-05,-4e-05,-0.00011,6,0
30024,-0.00016,0.00018,2e-05,-6e-05,-0.00015,-0.00013,-2e-05,0.00012,6,0
30025,-0.00016,0.00018,2e-05,-6e-05,-0.00015,-0.00013,-2e-05,0.00012,6,0
30026,-0.00016,0.00018,2e-05,-6e-05,-0.00015,-0.00013,-2e-05,0.00012,6,0
30027,-0.00016,0.00018,2e-05,-6e-05,-0.00015,-0.00013,-2e-05,0.00012,6,0
30028,-0.00016,0.00018,2e-05,-6e-05,-0.00015,-0.00013,-2e-05,0.00012,6,0
30029,-0.00016,0.00018,2e-05,-6e-05,-0.00015,-0.00013,-2e-05,0.00012,6,0
30030,-0.00016,0.00018,2e-05,-6e-05,-0.00015,-0.00013,-2e-05,0.00012,6,0
30031,-0.00016,0.00018,2e-05,-6e-05,-0.00015,-0.00013,-2e-05,0.00012,6,0
30032,-2e-05,-5e-05,-4e-05,-0.00011,-0.00012,-8e-05,0.0002,-8e-05,6,0
30033,-0.00035,-0.00025,-5e-05,7e-05,0.0001,0.00013,0.00014,0.00052,6,0
30034,-0.00035,-0.00025,-5e-05,7e-05,0.0001,0.00013,0.00014,0.00052,6,0
30035,-0.00035,-0.00025,-5e-05,7e-05,0.0001,0.00013,0.00014,0.00052,6,0
30044,-0.00035,-0.00025,-5e-05,7e-05,0.0001,0.00013,0.00014,0.00052,6,0
30046,-0.00035,-0.00025,-5e-05,7e-05,0.0001,0.00013,0.00014,0.00052,6,0
30047,-0.00035,-0.00025,-5e-05,7e-05,0.0001,0.00013,0.00014,0.00052,6,0
30048,-0.00033,-0.00026,-8e-05,-0.0001,-0.00015,-0.00021,-0.0003,-0.00052,6,0
30049,4e-05,-0.00033,-0.00021,-6e-05,-4e-05,-5e-05,1e-05,-3e-05,6,0
30050,4e-05,-0.00033,-0.00021,-6e-05,-4e-05,-5e-05,1e-05,-3e-05,6,0
30051,4e-05,-0.00033,-0.00021,-6e-05,-4e-05,-5e-05,1e-05,-3e-05,6,0
30052,4e-05,-0.00033,-0.00021,-6e-05,-4e-05,-5e-05,1e-05,-3e-05,6,0
